age,gender,year_in_school,major,monthly_income,financial_aid,tuition,housing,food,transportation,books_supplies,entertainment,personal_care,technology,health_wellness,miscellaneous,preferred_payment_method,Total_Income,Total_Expense,Savings,Savings_Percent,Overbudget_Flag
22,Non-binary,Senior,Economics,739,883,3099,900,281,111,108,121,29,161,137,46,Credit/Debit Card,1622,4993,-3371,-2.078298397,Yes
18,Female,Senior,Engineering,1099,423,3690,973,287,98,270,146,100,136,128,129,Mobile Payment App,1522,5957,-4435,-2.913929041,Yes
25,Non-binary,Junior,Psychology,610,148,5414,887,256,57,209,84,76,220,184,104,Mobile Payment App,758,7491,-6733,-8.882585752,Yes
23,Male,Junior,Biology,1305,642,5566,844,274,120,178,28,28,179,122,73,Credit/Debit Card,1947,7412,-5465,-2.806882383,Yes
23,Female,Freshman,Engineering,1263,744,3369,825,141,117,135,45,39,159,158,114,Cash,2007,5102,-3095,-1.542102641,Yes
23,Female,Freshman,Engineering,656,836,3586,770,172,111,261,78,99,177,145,74,Cash,1492,5473,-3981,-2.668230563,Yes
22,Female,Junior,Economics,975,406,3855,752,249,93,122,125,56,181,103,50,Credit/Debit Card,1381,5586,-4205,-3.044895004,Yes
25,Male,Freshman,Computer Science,1459,996,4957,892,142,51,243,128,83,131,64,35,Mobile Payment App,2455,6726,-4271,-1.739714868,Yes
25,Non-binary,Junior,Biology,1302,115,3265,561,252,88,196,84,27,158,125,121,Mobile Payment App,1417,4877,-3460,-2.441778405,Yes
18,Female,Senior,Computer Science,1115,709,4745,733,262,118,197,97,79,182,32,52,Mobile Payment App,1824,6497,-4673,-2.561951754,Yes
24,Non-binary,Freshman,Engineering,816,658,4614,498,181,103,54,67,68,288,163,141,Mobile Payment App,1474,6177,-4703,-3.19063772,Yes
24,Non-binary,Freshman,Engineering,1358,32,5658,696,136,77,216,70,89,103,90,163,Mobile Payment App,1390,7298,-5908,-4.250359712,Yes
20,Female,Junior,Psychology,1054,87,5634,998,266,170,191,137,100,175,94,81,Cash,1141,7846,-6705,-5.876424189,Yes
24,Non-binary,Freshman,Engineering,1372,208,4545,669,262,76,211,138,83,291,73,109,Credit/Debit Card,1580,6457,-4877,-3.086708861,Yes
24,Non-binary,Sophomore,Engineering,1101,508,3718,423,341,155,291,111,75,263,122,52,Mobile Payment App,1609,5551,-3942,-2.449968925,Yes
23,Male,Junior,Engineering,1258,939,4662,745,250,121,238,101,60,263,34,113,Cash,2197,6587,-4390,-1.998179335,Yes
23,Male,Freshman,Biology,1399,663,4775,612,289,169,116,148,74,239,199,82,Cash,2062,6703,-4641,-2.250727449,Yes
21,Male,Senior,Biology,1469,592,5685,505,272,56,239,23,57,161,107,183,Cash,2061,7288,-5227,-2.536147501,Yes
23,Male,Sophomore,Engineering,560,300,4954,554,100,122,174,109,92,188,68,115,Cash,860,6476,-5616,-6.530232558,Yes
24,Male,Freshman,Engineering,527,337,5328,462,349,171,288,145,92,241,120,125,Credit/Debit Card,864,7321,-6457,-7.47337963,Yes
20,Male,Freshman,Biology,1165,282,3264,869,132,91,255,56,37,85,187,61,Mobile Payment App,1447,5037,-3590,-2.480995162,Yes
25,Male,Junior,Computer Science,996,692,4653,765,351,148,243,31,58,74,191,176,Credit/Debit Card,1688,6690,-5002,-2.963270142,Yes
24,Male,Junior,Engineering,630,528,4001,921,377,193,87,142,60,155,51,58,Cash,1158,6045,-4887,-4.220207254,Yes
19,Male,Junior,Engineering,542,205,4638,838,332,67,237,74,80,205,116,175,Mobile Payment App,747,6762,-6015,-8.052208835,Yes
19,Non-binary,Freshman,Psychology,648,929,4294,696,267,104,215,79,96,286,35,44,Credit/Debit Card,1577,6116,-4539,-2.878249841,Yes
22,Non-binary,Senior,Computer Science,639,699,4625,463,338,80,265,51,80,295,103,137,Credit/Debit Card,1338,6437,-5099,-3.810911809,Yes
18,Non-binary,Sophomore,Engineering,729,665,4464,670,378,122,191,145,94,198,169,101,Cash,1394,6532,-5138,-3.68579627,Yes
19,Male,Junior,Computer Science,1021,473,4614,875,282,57,191,42,40,153,106,157,Mobile Payment App,1494,6517,-5023,-3.362115127,Yes
23,Male,Senior,Economics,1229,794,4968,953,216,85,85,143,37,280,94,185,Credit/Debit Card,2023,7046,-5023,-2.48294612,Yes
21,Male,Junior,Engineering,660,207,5365,547,194,59,112,98,23,229,168,64,Credit/Debit Card,867,6859,-5992,-6.911188005,Yes
21,Non-binary,Freshman,Computer Science,1343,6,3103,759,238,75,289,107,41,170,89,44,Cash,1349,4915,-3566,-2.643439585,Yes
25,Non-binary,Junior,Computer Science,833,410,4562,525,330,50,245,112,89,132,137,155,Cash,1243,6337,-5094,-4.098149638,Yes
22,Male,Freshman,Computer Science,555,51,5060,534,354,69,64,33,48,76,42,26,Cash,606,6306,-5700,-9.405940594,Yes
22,Male,Freshman,Engineering,541,94,5373,409,264,79,288,59,43,113,175,33,Credit/Debit Card,635,6836,-6201,-9.765354331,Yes
22,Non-binary,Senior,Economics,748,296,3962,721,389,71,108,89,93,106,186,170,Credit/Debit Card,1044,5895,-4851,-4.646551724,Yes
21,Female,Sophomore,Engineering,1477,497,4287,851,296,53,95,134,61,143,87,134,Cash,1974,6141,-4167,-2.110942249,Yes
22,Non-binary,Senior,Biology,1236,189,5655,773,175,145,256,122,60,143,118,169,Credit/Debit Card,1425,7616,-6191,-4.344561404,Yes
25,Male,Freshman,Biology,592,657,3801,939,137,127,280,59,75,265,70,85,Cash,1249,5838,-4589,-3.674139311,Yes
25,Female,Senior,Computer Science,558,830,4642,895,349,89,273,45,83,79,122,143,Mobile Payment App,1388,6720,-5332,-3.841498559,Yes
23,Male,Sophomore,Engineering,925,414,4123,776,178,106,268,105,39,201,144,108,Credit/Debit Card,1339,6048,-4709,-3.516803585,Yes
18,Male,Senior,Computer Science,719,498,3780,494,312,149,111,126,73,60,57,169,Mobile Payment App,1217,5331,-4114,-3.380443714,Yes
24,Female,Junior,Engineering,981,875,3266,852,201,167,102,118,72,124,62,110,Credit/Debit Card,1856,5074,-3218,-1.733836207,Yes
25,Non-binary,Senior,Economics,1381,882,3704,464,269,88,257,105,47,106,135,66,Credit/Debit Card,2263,5241,-2978,-1.315952276,Yes
18,Non-binary,Sophomore,Biology,929,126,3357,615,324,73,162,150,58,211,87,77,Cash,1055,5114,-4059,-3.847393365,Yes
24,Male,Junior,Biology,1245,906,5452,459,255,128,95,44,47,288,195,191,Mobile Payment App,2151,7154,-5003,-2.325894933,Yes
20,Female,Junior,Economics,691,340,3798,748,152,53,262,118,91,112,163,71,Mobile Payment App,1031,5568,-4537,-4.400581959,Yes
24,Female,Freshman,Psychology,1326,499,5353,852,129,166,183,91,85,291,54,141,Credit/Debit Card,1825,7345,-5520,-3.024657534,Yes
18,Non-binary,Junior,Psychology,1000,203,5199,559,371,104,144,70,63,102,95,105,Credit/Debit Card,1203,6812,-5609,-4.662510391,Yes
25,Male,Junior,Computer Science,592,662,5221,694,119,93,275,92,58,52,180,160,Credit/Debit Card,1254,6944,-5690,-4.537480064,Yes
22,Male,Senior,Economics,1227,226,3658,951,218,199,238,73,79,112,196,67,Mobile Payment App,1453,5791,-4338,-2.985547144,Yes
20,Female,Sophomore,Engineering,575,534,5231,506,378,66,141,66,75,56,153,99,Cash,1109,6771,-5662,-5.105500451,Yes
19,Female,Junior,Engineering,1298,323,3510,444,222,168,221,98,61,175,133,69,Credit/Debit Card,1621,5101,-3480,-2.146822949,Yes
23,Male,Sophomore,Engineering,1141,482,3621,572,121,184,108,41,55,93,126,86,Cash,1623,5007,-3384,-2.085027726,Yes
25,Male,Senior,Biology,703,654,5926,735,295,100,278,39,80,139,178,190,Credit/Debit Card,1357,7960,-6603,-4.865880619,Yes
23,Female,Freshman,Economics,929,160,3445,418,213,83,159,87,54,55,198,135,Mobile Payment App,1089,4847,-3758,-3.45087236,Yes
23,Non-binary,Junior,Engineering,1415,970,3694,513,148,157,297,104,42,294,154,161,Mobile Payment App,2385,5564,-3179,-1.332914046,Yes
18,Non-binary,Senior,Engineering,1359,387,5747,995,263,193,246,32,23,152,110,120,Credit/Debit Card,1746,7881,-6135,-3.513745704,Yes
23,Male,Freshman,Biology,1162,720,5880,630,259,117,113,127,94,126,89,130,Cash,1882,7565,-5683,-3.019659936,Yes
18,Female,Sophomore,Biology,663,304,5655,632,176,89,215,57,61,51,56,107,Credit/Debit Card,967,7099,-6132,-6.341261634,Yes
18,Non-binary,Freshman,Economics,1432,9,5568,929,224,108,265,69,22,102,120,151,Credit/Debit Card,1441,7558,-6117,-4.244968772,Yes
20,Non-binary,Freshman,Computer Science,663,823,3637,695,191,147,277,23,73,212,188,179,Mobile Payment App,1486,5622,-4136,-2.783310902,Yes
18,Non-binary,Senior,Economics,1327,109,3975,940,363,153,157,88,98,119,52,20,Credit/Debit Card,1436,5965,-4529,-3.153899721,Yes
22,Male,Senior,Psychology,1045,359,5381,610,269,71,209,49,83,291,168,183,Credit/Debit Card,1404,7314,-5910,-4.209401709,Yes
21,Male,Junior,Computer Science,619,605,3238,793,380,89,87,135,36,209,92,84,Credit/Debit Card,1224,5143,-3919,-3.201797386,Yes
21,Non-binary,Freshman,Economics,815,905,3053,433,355,84,241,89,67,262,141,41,Cash,1720,4766,-3046,-1.770930233,Yes
20,Non-binary,Freshman,Biology,728,399,5128,967,152,139,293,96,39,287,184,157,Cash,1127,7442,-6315,-5.603371783,Yes
21,Male,Senior,Economics,941,831,3687,722,390,135,81,131,69,124,107,38,Mobile Payment App,1772,5484,-3712,-2.094808126,Yes
18,Male,Freshman,Psychology,1176,43,3352,838,211,60,278,121,21,108,87,164,Credit/Debit Card,1219,5240,-4021,-3.298605414,Yes
22,Non-binary,Sophomore,Computer Science,1092,574,3997,731,187,93,151,63,55,96,169,118,Credit/Debit Card,1666,5660,-3994,-2.397358944,Yes
18,Female,Sophomore,Biology,1439,526,3394,896,176,86,134,63,52,150,175,129,Mobile Payment App,1965,5255,-3290,-1.674300254,Yes
22,Male,Senior,Economics,816,616,3461,543,350,101,90,103,24,245,44,150,Credit/Debit Card,1432,5111,-3679,-2.569134078,Yes
18,Male,Junior,Biology,1413,775,4715,457,264,71,250,127,54,152,91,120,Cash,2188,6301,-4113,-1.879798903,Yes
24,Female,Sophomore,Biology,1076,355,4596,464,134,99,167,97,34,77,51,149,Cash,1431,5868,-4437,-3.100628931,Yes
21,Female,Sophomore,Economics,559,169,5303,431,222,103,237,80,56,188,78,176,Credit/Debit Card,728,6874,-6146,-8.442307692,Yes
23,Male,Sophomore,Engineering,1144,800,3881,405,381,130,179,106,94,216,82,50,Credit/Debit Card,1944,5524,-3580,-1.841563786,Yes
20,Non-binary,Junior,Psychology,1296,113,5452,462,191,69,238,93,51,155,187,102,Credit/Debit Card,1409,7000,-5591,-3.968062456,Yes
24,Male,Senior,Engineering,958,902,4579,425,262,156,72,137,21,282,82,135,Cash,1860,6151,-4291,-2.306989247,Yes
25,Male,Junior,Economics,775,709,4195,680,115,182,84,128,26,106,112,93,Credit/Debit Card,1484,5721,-4237,-2.855121294,Yes
25,Non-binary,Junior,Economics,1483,519,4676,970,145,168,270,23,39,72,106,186,Mobile Payment App,2002,6655,-4653,-2.324175824,Yes
19,Male,Junior,Biology,1304,232,4540,651,184,102,191,148,67,268,45,50,Mobile Payment App,1536,6246,-4710,-3.06640625,Yes
24,Female,Sophomore,Biology,1400,892,4726,749,359,163,294,132,20,208,148,82,Mobile Payment App,2292,6881,-4589,-2.002181501,Yes
24,Non-binary,Freshman,Computer Science,1440,869,5852,759,271,75,187,77,66,295,196,71,Mobile Payment App,2309,7849,-5540,-2.399307059,Yes
22,Female,Freshman,Economics,1460,650,3562,771,311,62,265,53,96,112,37,77,Credit/Debit Card,2110,5346,-3236,-1.533649289,Yes
20,Non-binary,Junior,Biology,1379,714,4758,927,192,119,288,137,59,95,194,33,Credit/Debit Card,2093,6802,-4709,-2.249880554,Yes
18,Female,Junior,Computer Science,942,545,5805,914,108,50,206,24,56,54,188,70,Mobile Payment App,1487,7475,-5988,-4.026899798,Yes
25,Non-binary,Junior,Biology,740,871,4194,473,366,83,156,62,33,86,81,78,Cash,1611,5612,-4001,-2.48355059,Yes
18,Female,Sophomore,Psychology,1186,733,5923,541,291,111,114,42,49,73,166,131,Cash,1919,7441,-5522,-2.877540386,Yes
23,Male,Junior,Biology,731,812,5637,582,148,74,234,27,68,158,81,48,Cash,1543,7057,-5514,-3.573558004,Yes
20,Male,Junior,Economics,1347,735,5563,974,310,98,167,35,43,298,182,37,Cash,2082,7707,-5625,-2.701729107,Yes
19,Female,Freshman,Biology,1085,417,4680,705,159,182,295,132,66,105,185,54,Cash,1502,6563,-5061,-3.369507324,Yes
22,Male,Senior,Biology,665,401,3645,967,151,50,232,118,75,182,181,148,Mobile Payment App,1066,5749,-4683,-4.393058161,Yes
22,Male,Freshman,Economics,1422,674,5030,663,332,148,251,130,61,187,124,117,Cash,2096,7043,-4947,-2.360209924,Yes
24,Male,Freshman,Biology,1366,319,3549,921,389,127,146,44,93,224,151,30,Mobile Payment App,1685,5674,-3989,-2.36735905,Yes
21,Female,Sophomore,Engineering,714,645,3751,853,149,66,184,35,21,219,176,72,Mobile Payment App,1359,5526,-4167,-3.066225166,Yes
25,Male,Freshman,Psychology,1259,139,4943,747,200,94,226,142,39,140,95,65,Credit/Debit Card,1398,6691,-5293,-3.786123033,Yes
19,Female,Senior,Economics,975,939,3256,936,368,179,165,144,89,52,48,120,Mobile Payment App,1914,5357,-3443,-1.798850575,Yes
24,Female,Senior,Engineering,1420,235,3609,841,151,190,175,20,97,57,154,71,Cash,1655,5365,-3710,-2.241691843,Yes
24,Non-binary,Sophomore,Engineering,604,751,3687,554,217,66,188,122,32,169,69,150,Cash,1355,5254,-3899,-2.877490775,Yes
25,Non-binary,Senior,Economics,1250,509,4288,679,125,98,92,120,39,109,146,188,Cash,1759,5884,-4125,-2.345082433,Yes
20,Non-binary,Freshman,Computer Science,567,906,3748,842,375,96,144,112,47,278,173,48,Mobile Payment App,1473,5863,-4390,-2.980312288,Yes
25,Female,Freshman,Computer Science,546,691,5457,978,286,100,237,60,58,206,158,137,Cash,1237,7677,-6440,-5.206143897,Yes
18,Non-binary,Senior,Economics,1169,836,5537,996,334,83,288,78,56,105,166,180,Mobile Payment App,2005,7823,-5818,-2.901745636,Yes
23,Non-binary,Freshman,Economics,834,607,3582,692,350,88,298,150,90,248,51,34,Credit/Debit Card,1441,5583,-4142,-2.874392783,Yes
19,Non-binary,Sophomore,Computer Science,1117,234,3366,940,212,87,121,139,41,298,119,158,Mobile Payment App,1351,5481,-4130,-3.056994819,Yes
25,Male,Freshman,Economics,677,894,5595,841,313,52,219,66,42,92,120,84,Mobile Payment App,1571,7424,-5853,-3.725652451,Yes
20,Non-binary,Freshman,Engineering,1433,964,4777,904,327,77,112,146,71,97,167,117,Cash,2397,6795,-4398,-1.834793492,Yes
20,Female,Freshman,Biology,889,633,3100,524,247,82,201,102,92,103,96,30,Credit/Debit Card,1522,4577,-3055,-2.007227332,Yes
21,Male,Junior,Biology,670,708,5934,649,386,146,182,132,48,175,59,155,Credit/Debit Card,1378,7866,-6488,-4.708272859,Yes
19,Male,Senior,Economics,645,616,4694,904,158,69,148,60,98,114,40,72,Credit/Debit Card,1261,6357,-5096,-4.041237113,Yes
21,Female,Junior,Psychology,1107,971,5997,720,289,124,210,35,51,157,101,168,Mobile Payment App,2078,7852,-5774,-2.778633301,Yes
22,Female,Sophomore,Psychology,750,572,4144,563,104,191,58,22,97,53,41,99,Cash,1322,5372,-4050,-3.063540091,Yes
21,Male,Sophomore,Biology,654,261,3359,802,124,56,57,41,56,111,62,196,Mobile Payment App,915,4864,-3949,-4.315846995,Yes
20,Male,Freshman,Psychology,1141,57,5734,696,284,83,204,63,46,56,125,55,Cash,1198,7346,-6148,-5.131886477,Yes
22,Female,Sophomore,Biology,811,815,4724,815,300,120,126,22,93,104,119,152,Cash,1626,6575,-4949,-3.043665437,Yes
23,Female,Senior,Engineering,1452,520,3463,822,317,77,148,91,61,166,133,122,Mobile Payment App,1972,5400,-3428,-1.738336714,Yes
20,Non-binary,Junior,Psychology,1255,82,4739,465,400,68,190,24,70,246,132,160,Mobile Payment App,1337,6494,-5157,-3.857142857,Yes
24,Female,Junior,Computer Science,737,266,4964,780,303,111,199,62,94,193,97,57,Credit/Debit Card,1003,6860,-5857,-5.839481555,Yes
25,Male,Freshman,Engineering,1419,253,4089,444,220,148,114,65,29,136,34,35,Credit/Debit Card,1672,5314,-3642,-2.178229665,Yes
23,Non-binary,Freshman,Computer Science,815,76,4461,446,132,165,165,58,99,135,174,111,Cash,891,5946,-5055,-5.673400673,Yes
25,Male,Senior,Engineering,1034,602,3444,517,238,110,255,86,77,281,150,56,Credit/Debit Card,1636,5214,-3578,-2.187041565,Yes
24,Non-binary,Freshman,Computer Science,1022,626,4797,413,139,167,165,75,57,219,126,43,Mobile Payment App,1648,6201,-4553,-2.762742718,Yes
23,Female,Sophomore,Biology,1341,839,3033,514,300,122,137,40,61,170,65,100,Cash,2180,4542,-2362,-1.083486239,Yes
20,Female,Senior,Engineering,999,919,5819,507,269,119,228,99,49,55,115,53,Mobile Payment App,1918,7313,-5395,-2.81282586,Yes
21,Male,Freshman,Psychology,1218,162,5467,684,280,131,186,103,85,91,89,126,Mobile Payment App,1380,7242,-5862,-4.247826087,Yes
24,Male,Sophomore,Economics,1332,705,3512,796,399,199,79,54,86,206,99,129,Cash,2037,5559,-3522,-1.729013255,Yes
20,Non-binary,Freshman,Biology,903,371,4230,798,319,60,90,101,24,147,70,170,Credit/Debit Card,1274,6009,-4735,-3.716640502,Yes
25,Non-binary,Freshman,Biology,932,887,5307,472,345,61,190,119,69,235,67,40,Mobile Payment App,1819,6905,-5086,-2.796041781,Yes
21,Female,Junior,Biology,634,330,5961,774,334,193,105,83,46,166,200,150,Cash,964,8012,-7048,-7.31120332,Yes
25,Male,Senior,Biology,553,268,3130,736,140,68,150,99,33,288,51,199,Credit/Debit Card,821,4894,-4073,-4.961023143,Yes
21,Male,Junior,Economics,547,678,5610,510,192,123,248,57,28,252,141,122,Cash,1225,7283,-6058,-4.945306122,Yes
18,Male,Senior,Computer Science,867,646,3014,944,320,165,232,96,73,298,142,183,Cash,1513,5467,-3954,-2.613350958,Yes
20,Male,Sophomore,Economics,863,844,3088,966,371,66,227,117,32,245,55,83,Mobile Payment App,1707,5250,-3543,-2.075571178,Yes
25,Non-binary,Sophomore,Biology,603,321,4879,420,231,126,248,74,32,172,80,193,Mobile Payment App,924,6455,-5531,-5.985930736,Yes
21,Female,Junior,Computer Science,1480,555,3534,799,259,100,254,93,66,279,191,55,Credit/Debit Card,2035,5630,-3595,-1.766584767,Yes
18,Male,Freshman,Engineering,522,448,3744,706,174,80,284,90,61,228,66,181,Mobile Payment App,970,5614,-4644,-4.787628866,Yes
22,Female,Junior,Biology,1376,510,3318,460,132,159,59,88,38,87,88,76,Cash,1886,4505,-2619,-1.388653234,Yes
22,Non-binary,Junior,Computer Science,1195,988,5729,455,115,117,74,129,93,154,155,190,Credit/Debit Card,2183,7211,-5028,-2.303252405,Yes
24,Non-binary,Freshman,Psychology,1223,785,3521,821,128,50,135,96,67,182,139,196,Credit/Debit Card,2008,5335,-3327,-1.65687251,Yes
21,Female,Junior,Computer Science,613,524,3640,834,219,57,71,89,39,241,66,93,Cash,1137,5349,-4212,-3.704485488,Yes
25,Non-binary,Sophomore,Engineering,844,766,4017,840,179,189,230,128,74,157,38,131,Mobile Payment App,1610,5983,-4373,-2.716149068,Yes
24,Female,Junior,Computer Science,620,192,4213,726,332,144,289,92,24,195,135,127,Cash,812,6277,-5465,-6.730295567,Yes
22,Male,Freshman,Psychology,983,944,4216,978,114,103,58,123,72,114,76,63,Credit/Debit Card,1927,5917,-3990,-2.070576025,Yes
25,Male,Sophomore,Biology,996,250,5975,520,317,121,115,47,89,241,45,81,Mobile Payment App,1246,7551,-6305,-5.060192616,Yes
18,Male,Junior,Engineering,1106,794,3075,881,165,166,260,23,32,135,49,34,Cash,1900,4820,-2920,-1.536842105,Yes
23,Non-binary,Senior,Engineering,1032,809,4359,987,364,176,67,74,52,56,166,67,Credit/Debit Card,1841,6368,-4527,-2.45898968,Yes
20,Female,Senior,Biology,1419,991,4647,648,261,151,78,55,31,222,135,72,Credit/Debit Card,2410,6300,-3890,-1.614107884,Yes
22,Male,Sophomore,Economics,610,100,5142,473,298,164,139,45,67,77,32,113,Cash,710,6550,-5840,-8.225352113,Yes
19,Female,Junior,Economics,1449,599,4790,885,109,57,293,70,90,267,164,33,Cash,2048,6758,-4710,-2.299804688,Yes
25,Male,Senior,Engineering,1270,504,3467,484,286,132,291,138,48,155,162,41,Credit/Debit Card,1774,5204,-3430,-1.933483653,Yes
18,Non-binary,Freshman,Computer Science,770,637,5055,814,273,55,140,134,61,131,128,39,Mobile Payment App,1407,6830,-5423,-3.854299929,Yes
25,Non-binary,Sophomore,Psychology,911,929,4595,578,338,122,165,25,87,275,176,94,Credit/Debit Card,1840,6455,-4615,-2.508152174,Yes
18,Female,Junior,Biology,1303,299,5031,701,242,183,249,103,79,107,74,52,Credit/Debit Card,1602,6821,-5219,-3.257802747,Yes
19,Non-binary,Junior,Engineering,1367,688,3603,452,372,162,177,29,66,243,30,155,Credit/Debit Card,2055,5289,-3234,-1.573722628,Yes
25,Non-binary,Sophomore,Computer Science,509,664,3449,779,243,153,281,108,52,70,145,192,Credit/Debit Card,1173,5472,-4299,-3.664961637,Yes
22,Male,Junior,Engineering,804,582,5299,892,153,173,199,32,84,289,126,46,Cash,1386,7293,-5907,-4.261904762,Yes
23,Female,Freshman,Computer Science,1268,271,5323,898,204,187,215,113,81,212,111,57,Credit/Debit Card,1539,7401,-5862,-3.808966862,Yes
22,Non-binary,Junior,Engineering,1492,82,3720,823,277,186,275,141,61,167,65,34,Cash,1574,5749,-4175,-2.652477764,Yes
23,Non-binary,Senior,Biology,1402,461,3827,904,321,138,147,114,33,198,188,179,Cash,1863,6049,-4186,-2.24691358,Yes
24,Non-binary,Junior,Psychology,673,606,4035,818,355,103,257,35,47,56,149,48,Credit/Debit Card,1279,5903,-4624,-3.615324472,Yes
22,Female,Sophomore,Biology,1174,962,4894,426,329,191,175,29,34,113,156,171,Cash,2136,6518,-4382,-2.051498127,Yes
20,Female,Freshman,Biology,635,827,4125,969,194,196,228,81,68,120,112,185,Credit/Debit Card,1462,6278,-4816,-3.294117647,Yes
23,Male,Sophomore,Engineering,792,584,4401,631,224,100,72,73,28,98,101,140,Credit/Debit Card,1376,5868,-4492,-3.264534884,Yes
22,Non-binary,Sophomore,Biology,998,928,3199,565,151,71,270,78,98,291,124,125,Mobile Payment App,1926,4972,-3046,-1.581516096,Yes
21,Non-binary,Junior,Biology,866,581,5775,773,267,100,252,32,26,97,42,82,Credit/Debit Card,1447,7446,-5999,-4.145818936,Yes
23,Non-binary,Sophomore,Biology,1408,566,3714,905,223,168,262,124,31,123,58,189,Cash,1974,5797,-3823,-1.936676798,Yes
25,Non-binary,Freshman,Biology,732,103,3335,742,395,154,245,130,73,178,100,80,Credit/Debit Card,835,5432,-4597,-5.505389222,Yes
18,Non-binary,Junior,Engineering,1107,511,5507,738,144,131,213,53,38,156,137,47,Cash,1618,7164,-5546,-3.427688504,Yes
24,Female,Freshman,Engineering,1165,68,4126,859,333,196,124,109,49,185,179,29,Cash,1233,6189,-4956,-4.01946472,Yes
19,Female,Freshman,Computer Science,1316,867,4432,627,110,185,226,25,34,90,190,135,Credit/Debit Card,2183,6054,-3871,-1.773247824,Yes
21,Non-binary,Junior,Psychology,1471,280,4104,862,312,180,241,70,90,84,182,121,Cash,1751,6246,-4495,-2.567104512,Yes
18,Non-binary,Sophomore,Psychology,536,557,3744,498,375,128,185,63,97,298,45,36,Cash,1093,5469,-4376,-4.003659652,Yes
21,Male,Sophomore,Economics,1045,542,4154,937,157,164,246,25,29,99,46,77,Credit/Debit Card,1587,5934,-4347,-2.739130435,Yes
24,Non-binary,Junior,Biology,609,389,4329,934,393,68,77,33,96,235,48,186,Mobile Payment App,998,6399,-5401,-5.411823647,Yes
20,Male,Senior,Psychology,581,964,4975,775,106,86,84,22,68,84,39,172,Mobile Payment App,1545,6411,-4866,-3.149514563,Yes
20,Female,Sophomore,Biology,1106,212,3376,461,130,175,231,135,37,59,197,168,Credit/Debit Card,1318,4969,-3651,-2.770106222,Yes
22,Non-binary,Freshman,Psychology,1316,710,3548,682,382,69,268,62,95,251,118,22,Credit/Debit Card,2026,5497,-3471,-1.713228036,Yes
19,Non-binary,Senior,Computer Science,574,103,5976,605,372,82,296,39,42,287,153,133,Credit/Debit Card,677,7985,-7308,-10.79468242,Yes
19,Male,Sophomore,Biology,1115,12,3779,482,306,161,281,150,76,265,170,193,Mobile Payment App,1127,5863,-4736,-4.20230701,Yes
25,Male,Sophomore,Engineering,1257,45,3653,809,373,147,246,78,36,275,158,197,Credit/Debit Card,1302,5972,-4670,-3.586789555,Yes
23,Male,Junior,Economics,1069,130,5452,503,218,83,93,72,65,170,89,144,Cash,1199,6889,-5690,-4.745621351,Yes
22,Non-binary,Junior,Biology,757,471,3362,719,359,69,253,145,48,159,63,79,Credit/Debit Card,1228,5256,-4028,-3.280130293,Yes
21,Non-binary,Sophomore,Psychology,794,166,3624,908,371,73,222,103,41,283,152,109,Cash,960,5886,-4926,-5.13125,Yes
22,Male,Freshman,Computer Science,1139,845,4743,893,356,126,255,20,65,62,195,25,Credit/Debit Card,1984,6740,-4756,-2.397177419,Yes
23,Non-binary,Sophomore,Engineering,598,125,5824,413,278,130,91,88,60,152,82,27,Cash,723,7145,-6422,-8.882434302,Yes
21,Female,Freshman,Economics,514,402,4642,494,395,92,56,104,66,98,131,135,Mobile Payment App,916,6213,-5297,-5.782751092,Yes
23,Male,Freshman,Psychology,1479,418,3501,960,344,103,239,63,95,146,31,185,Mobile Payment App,1897,5667,-3770,-1.987348445,Yes
24,Non-binary,Junior,Biology,633,361,4634,685,252,128,268,107,74,139,190,23,Credit/Debit Card,994,6500,-5506,-5.539235412,Yes
25,Non-binary,Senior,Biology,1437,150,4770,941,286,104,274,100,21,199,136,188,Credit/Debit Card,1587,7019,-5432,-3.422810334,Yes
22,Male,Sophomore,Biology,1135,279,4825,793,370,115,87,93,36,102,111,41,Credit/Debit Card,1414,6573,-5159,-3.648514851,Yes
21,Female,Junior,Engineering,1433,11,4125,832,313,123,187,134,62,61,200,102,Cash,1444,6139,-4695,-3.251385042,Yes
20,Female,Senior,Computer Science,824,93,3471,538,249,127,224,72,76,90,169,183,Credit/Debit Card,917,5199,-4282,-4.6695747,Yes
24,Male,Junior,Psychology,967,288,4629,958,284,107,256,129,85,172,46,45,Mobile Payment App,1255,6711,-5456,-4.347410359,Yes
25,Male,Sophomore,Economics,1126,708,3830,405,343,159,226,98,24,197,162,160,Mobile Payment App,1834,5604,-3770,-2.05561614,Yes
21,Female,Sophomore,Psychology,885,513,5497,832,136,66,241,123,66,256,137,53,Credit/Debit Card,1398,7407,-6009,-4.298283262,Yes
25,Non-binary,Sophomore,Psychology,525,984,4547,670,359,148,192,38,56,162,31,86,Credit/Debit Card,1509,6289,-4780,-3.167660702,Yes
20,Male,Senior,Psychology,1009,14,4309,699,262,117,136,24,67,113,93,45,Mobile Payment App,1023,5865,-4842,-4.73313783,Yes
18,Non-binary,Senior,Psychology,1478,46,5450,957,360,77,112,22,50,265,183,92,Mobile Payment App,1524,7568,-6044,-3.965879265,Yes
19,Male,Sophomore,Computer Science,547,365,3465,645,316,58,186,120,54,196,135,119,Mobile Payment App,912,5294,-4382,-4.804824561,Yes
22,Female,Freshman,Psychology,549,410,4796,749,304,167,82,142,100,271,169,153,Credit/Debit Card,959,6933,-5974,-6.229405631,Yes
